Object Name,RA(deg),DEC(deg),Velocity,Redshift,Distance,Best Mag,Abs Mag,Photometry/Distance Note,General Note,StarSub Spectrum Name,NED Name,AGC#,Source,RA_SDSS,Dec_SDSS,z_SDSS,plate,fiberID,URL,SDSS Raw Spectrum,specObjID,Nucl/extra,RA_HI,DEC_HI,RA_AA oc,DEC_AA oc,AA_cz,Name,HI position,OC position,HI FWHM,HI Flux,S/N,rms,AA Dist,HI Mass,Observed?,4M,MDM,Lick,Palomar,HET,Note,Spectrum Quality,EXP Time,,,,,,,,,,,
153435.02+151200.2,233.64592,15.20006,1959,0.006535,34.0579,13.555918,-19.10517133,-,companion,,NGC 5954,9904,SDSS,233.64591,15.20008,0.0063535999506712,2782,480,http://das.sdss.org/spectro/1d_26/2782/1d/spSpec-54592-2782-480.fit,783297858076934144.fit,783297858076934144,e,233.63875,15.20111111,233.6454167,15.19972222,1971,N5954,153433.3+151204,153434.9+151159,142( 17),9.92(0.12),65.5,2.83,32.2,9.38,,,,,,,,,,,,,,,,,,,,
131131.67+084435.4,197.882,8.74319,4002,0.013349,62.9722,14.895666,-19.10007833,-,,t505760488420802560_ssub.fits,CGCG 072-015,230146,SDSS,197.88197,8.7432039,0.0134492004290223,1796,55,http://das.sdss.org/spectro/1d_26/1796/1d/spSpec-53884-1796-055.fit,505760488420802560.fit,505760488420802560,n,197.8845833,8.745555556,197.8820833,8.743055556,3995,072-015,131132.3+084444,131131.7+084435,177(  9),1.16(0.08),8.9,2.19,59.1,8.98,,,,,,,,,,,,,,,,,,,,
160935.69+085724.1,242.39871,8.9567,4744,0.015824,73.2689,15.231364,-19.09323436,-,,t711240219621326848_ssub.fits,CGCG 079-064,,SDSS,242.39871,8.9567023,0.0158018991351128,2526,130,http://das.sdss.org/spectro/1d_26/2526/1d/spSpec-54582-2526-130.fit,711240219621326848.fit,711240219621326848,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155413.90+143604.3,238.55794,14.60121,1853.286855,0.00618195,32.4695,13.466258,-19.09112,-,,,,10083,SDSS,238.55794,14.60121,0.00618195021525025,2521,264,http://das.sdss.org/spectro/1d_26/2521/1d/spSpec-54538-2521-264.fit,709832656321249280.fit,709832656321249280,e,238.5604167,14.59777778,238.5575,14.60083333,1854,N6012,155414.5+143552,155413.8+143603,167(  2),23.61(0.11),130.5,3.12,30.7,9.72,MDM2009 N6 378,,MDM2009 N6 378,,,,,,,,,,,,,,,,,
095853.35+152248.0,149.72233,15.38,4641,0.015481,69.0418,15.112867,-19.08269353,-,,t727563927369547776_ssub.fits,CGCG 093-013,191417,SDSS,149.72221,15.379947,0.0155563997104764,2584,521,http://das.sdss.org/spectro/1d_26/2584/1d/spSpec-54153-2584-521.fit,727563927369547776.fit,727563927369547776,n,149.71875,15.37944444,149.7220833,15.37972222,4651,093-013,095852.5+152246,095853.3+152247,203(  4),2.78(0.07),20.4,2.14,68.9,9.49,,,,,,,pilot,,,,,,,,,,,,,
104207.54+134449.1,160.53142,13.747,1302,0.004343,23.1227,12.757761,-19.06243172,-,,t492528902124601344_ssub.fits,NGC 3338,5826,SDSS,160.5314,13.746999,0.00435474002733827,1749,307,http://das.sdss.org/spectro/1d_26/1749/1d/spSpec-53357-1749-307.fit,492528902124601344.fit,492528902124601344,n,160.5379167,13.74583333,160.5316667,13.74666667,1298,N3338,104209.1+134445,104207.6+134448,339(  2),114.44(0.13),511.2,2.72,17.5,9.92,,,,,,,pilot,,,,,,,,,,,,,
141440.92+132241.4,213.67051,13.378171,4960.355432,0.0165461,76.736,15.362656,-19.06233979,-,,t480425843919683584_ssub.fits,,241140,SDSS,213.67051,13.378171,0.0165461003780365,1706,479,http://das.sdss.org/spectro/1d_26/1706/1d/spSpec-53442-1706-479.fit,480425843919683584.fit,480425843919683584,n,213.6679167,13.3725,213.6704167,13.37805556,4950,MK1377,141440.3+132221,141440.9+132241,238(  6),1.93(0.08),13.1,2.13,73.1,9.39,,,,,,,,,,,,,,,,,,,,
093402.71+092845.1,143.51133,9.47921,3055,0.010191,46.1007,14.263875,-19.0546626,-,,t366989744845881344_ssub.fits,NGC 2913,5095,SDSS,143.51132,9.4792046,0.0101586002856493,1303,519,http://das.sdss.org/spectro/1d_26/1303/1d/spSpec-53050-1303-519.fit,366989744845881344.fit,366989744845881344,n,143.50875,9.479166667,143.51125,9.478611111,3055,N2913,093402.1+092845,093402.7+092843,222(  3),3.04(0.07),24,1.9,46.6,9.19,,,,,,,,,,,,,,,,,,,,
103635.80+055438.0,159.14919,5.91058,3505,0.011691,53.6129,14.610379,-19.035967,-,,,CGCG 037-092,,NED,,,,,,,,,,,,,,,,,,,,,,,,MDM2009 N2 168,,MDM2009 N2 168,,,,,,,,,,,,,,,,,
084443.44+102819.3,131.18104,10.47203,4093,0.013653,59.7925,14.852275,-19.03095856,-,,t724467307572625408_ssub.fits,UGC 04568,4568,SDSS,131.18158,10.472173,0.0137040000408888,2573,541,http://das.sdss.org/spectro/1d_26/2573/1d/spSpec-54061-2573-541.fit,724467307572625408.fit,724467307572625408,n,131.1858333,10.47166667,131.1816667,10.47222222,4087,061-005,084444.6+102818,084443.6+102820,208(  4),6.59(0.09),43,2.37,61.1,9.76,,,,,,,,,,,,,,,,,,,,
140000.19+074553.6,210.0008,7.76491,4535.972688,0.0151305,70.9664,15.22783,-19.027434,-,,,,243884,SDSS,210.0008,7.76491,0.0151305003091693,1807,128,http://das.sdss.org/spectro/1d_26/1807/1d/spSpec-54175-1807-128.fit,508857963306287104.fit,508857963306287104,e,210.0054167,7.764722222,210.0008333,7.765,4547,,140001.3+074553,140000.2+074554,96( 14),1.81(0.07),19.6,2.1,66.9,9.28,4M2010 N2 53,4M2010 N2 53,,,,,,,,,,,,,,,,,,
135655.41+140832.1,209.2309,14.142252,4513.548365,0.0150557,70.4512,15.214686,-19.02475597,-,,t500693936403120128_ssub.fits,,230859,SDSS,209.2309,14.142252,0.0150557002052665,1778,498,http://das.sdss.org/spectro/1d_26/1778/1d/spSpec-53883-1778-498.fit,500693936403120128.fit,500693936403120128,n,209.2320833,14.1425,209.2308333,14.14222222,4497,074-013,135655.7+140833,135655.4+140832,189(  3),2.83(0.08),17.1,2.34,66.6,9.47,,,,,,,,,,,,,,,,,,,,
155144.73+124432.4,237.93638,12.74235,4479,0.01494,69.5513,15.188688,-19.02283826,-,,t709269843320242176_ssub.fits,KUG 1549+128,251308,SDSS,237.93638,12.742347,0.0148870004341006,2519,148,http://das.sdss.org/spectro/1d_26/2519/1d/spSpec-54570-2519-148.fit,709269843320242176.fit,709269843320242176,n,237.9383333,12.74555556,237.9358333,12.74222222,4482,078-090,155145.2+124444,155144.6+124432,241(  7),3.11(0.09),19.1,2.35,67.4,9.52,,,,,,,,,,,,,,,,,,,,
103621.31+134241.1,159.08883,13.71142,3011,0.010044,46.8347,14.333777,-19.019062,-,,,UGC 05760,5760,SDSS,159.08879,13.71148,0.0096545796841383,1748,467,http://das.sdss.org/spectro/1d_26/1748/1d/spSpec-53112-1748-467.fit,492246375551991808.fit,492246375551991808,e,159.09375,13.71111111,159.0891667,13.71194444,3000,065-063,103622.5+134240,103621.4+134243,304(  8),4.48(0.10),23.1,2.49,45.6,9.34,MDM2008 N3 29,,MDM2008 N3 29,,,,pilot,,,,,,,,,,,,,
153407.90+142341.9,233.53292,14.395,4118,0.013736,65.2021,15.053647,-19.01766092,-,,t779355803852210176_ssub.fits,UGC 09900,9900,SDSS,233.53262,14.395634,0.0138234999030828,2768,457,http://das.sdss.org/spectro/1d_26/2768/1d/spSpec-54265-2768-457.fit,779355803852210176.fit,779355803852210176,n,233.5333333,14.39694444,233.5329167,14.39527778,4121,107-004,153408.0+142349,153407.9+142343,174(  3),4.66(0.06),43.3,1.83,62.2,9.63,,,,,,,,B+,5105,,,,,,,,,,,
160017.82+154523.6,240.07426,15.75657,4996,0.016665,75.5256,15.373837,-19.01663392,-,,t709832657747312640_ssub.fits,CGCG 108-038,,SDSS,240.07426,15.75657,0.0163771994411945,2521,604,http://das.sdss.org/spectro/1d_26/2521/1d/spSpec-54538-2521-604.fit,709832657747312640.fit,709832657747312640,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135543.21+054652.9,208.93007,5.78137,5051,0.016848,78.1459,15.460887,-19.00364399,-,,t508293724518744064_ssub.fits,CGCG 046-004,231558,SDSS,208.93007,5.7813665,0.016822500154376,1805,46,http://das.sdss.org/spectro/1d_26/1805/1d/spSpec-53875-1805-046.fit,508293724518744064.fit,508293724518744064,n,208.9254167,5.784166667,208.9295833,5.781388889,5024,046-004,135542.1+054703,135543.1+054653,206( 10),1.89(0.09),11.8,2.48,73.5,9.38,,,,,,,,,,,,,,,,,,,,
142950.56+134758.7,217.46069,13.799658,5256.877711,0.0175352,80.8012,15.543334,-18.99375505,-,,t480989056377815040_ssub.fits,,240411,SDSS,217.46069,13.799658,0.017535200342536,1708,601,http://das.sdss.org/spectro/1d_26/1708/1d/spSpec-53503-1708-601.fit,480989056377815040.fit,480989056377815040,n,217.455,13.80555556,217.4604167,13.79972222,5249,075-056,142949.2+134820,142950.5+134759,229(  5),2.54(0.09),16.4,2.29,77.4,9.55,,,,,,,,,,,,,,,,,,,,
135612.00+050052.0,209.05,5.01447,1241,0.00414,23.2097,12.839215,-18.989133,-,,,NGC 5364,8853,NED,,,,,,,,,,209.0458333,5.010833333,209.05,5.014444444,1240,N5364,135611.0+050039,135612.0+050052,275(  2),52.35(0.12),255.1,2.76,22.2,9.78,MDM2009 N2 174,,MDM2009 N2 174,,,,,,,,,,,,,,,,,
100727.69+121628.2,151.86539,12.27451,2839,0.00947,43.4747,14.217775,-18.97340797,-,,t491401730920022016_ssub.fits,IC 0591,5458,SDSS,151.86539,12.274507,0.00938626006245613,1745,310,http://das.sdss.org/spectro/1d_26/1745/1d/spSpec-53061-1745-310.fit,491401730920022016.fit,491401730920022016,n,151.8683333,12.27027778,151.8654167,12.27388889,2817,I 591,100728.4+121613,100727.7+121626,140( 11),2.09(0.07),17.3,2.27,43,8.96,,,,,,,pilot,,,,,,,,,,,,,
140606.48+114719.8,211.52704,11.788836,4769.988799,0.0159111,74.1442,15.384344,-18.96604192,-,,t479582952582283264_ssub.fits,,240088,SDSS,211.52704,11.788836,0.0159111004322767,1703,548,http://das.sdss.org/spectro/1d_26/1703/1d/spSpec-53799-1703-548.fit,479582952582283264.fit,479582952582283264,n,211.5275,11.78444444,211.5270833,11.78916667,4772,074-103,140606.6+114704,140606.5+114721,199(  4),4.94(0.08),34.4,2.28,70.4,9.76,,,,,,,,,,,,,,,,,,,,
075937.80+132600.7,119.90754,13.433544,4479.971908,0.0149437,63.7442,15.060257,-18.96194638,-,,t637489910013493248_ssub.fits,,,SDSS,119.90754,13.433544,0.0149437002837658,2264,73,http://das.sdss.org/spectro/1d_26/2264/1d/spSpec-53682-2264-073.fit,637489910013493248.fit,637489910013493248,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101712.71+131131.3,154.30299,13.19205,5242,0.017485,77.3722,15.488245,-18.95467973,-,,t491683210363666432_ssub.fits,CGCG 064-101,,SDSS,154.30299,13.192054,0.0175081994384527,1746,351,http://das.sdss.org/spectro/1d_26/1746/1d/spSpec-53062-1746-351.fit,491683210363666432.fit,491683210363666432,n,,,,,,,,,,,,,,,,,,,,,pilot,,,,,,,,,,,,,
110756.77+080002.8,166.98658,8.00078,3344,0.011154,52.1323,14.633259,-18.95227543,-,,t282545495610490880_ssub.fits,UGC 06185,,SDSS,166.98613,8.0013182,0.011213899590075,1003,619,http://das.sdss.org/spectro/1d_26/1003/1d/spSpec-52641-1003-619.fit,282545495610490880.fit,282545495610490880,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114018.50+090035.6,175.07712,9.00989,1860,0.006204,31.6403,13.550116,-18.95108696,-,,t345033450132078592_ssub.fits,IC 0719,6633,SDSS,175.07711,9.0099018,0.00614594016224146,1225,283,http://das.sdss.org/spectro/1d_26/1225/1d/spSpec-52760-1225-283.fit,345033450132078592.fit,345033450132078592,n,175.0783333,9.009166667,175.0775,9.009722222,1810,I 719,114018.8+090033,114018.6+090035,294( 24),4.65(0.12),23.4,2.59,29.1,8.97,,,,,,,,,,,,,,,,,,,,
110955.93+104314.9,167.48308,10.72083,1579,0.005268,28.1478,13.296449,-18.95077328,-,,t451713831765278720_ssub.fits,NGC 3547,6209,SDSS,167.48306,10.720828,0.00529582006856799,1604,202,http://das.sdss.org/spectro/1d_26/1604/1d/spSpec-53078-1604-202.fit,451713831765278720.fit,451713831765278720,n,167.48625,10.72,167.4829167,10.72,1584,N3547,110956.7+104312,110955.9+104312,204(  6),8.58(0.11),34.1,2.94,18.1,8.82,,,,,,,pilot,,,,,,,,,,,,,
160447.42+141713.7,241.19762,14.28716,4628,0.015437,71.8931,15.345949,-18.93748705,-,,t710677209873907712_ssub.fits,UGC 10172,,SDSS,241.19762,14.287164,0.0154916997998953,2524,210,http://das.sdss.org/spectro/1d_26/2524/1d/spSpec-54568-2524-210.fit,710677209873907712.fit,710677209873907712,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
075417.05+141622.7,118.57108,14.273,4592,0.015317,65.2617,15.136712,-18.93657991,-,,t637489911707992064_ssub.fits,CGCG 058-066,170340,SDSS,118.57108,14.272999,0.0153483999893069,2264,477,http://das.sdss.org/spectro/1d_26/2264/1d/spSpec-53682-2264-477.fit,637489911707992064.fit,637489911707992064,n,118.5691667,14.27388889,118.57125,14.27305556,4579,058-066,075416.6+141626,075417.1+141623,182(  4),2.16(0.10),12.2,2.92,67.3,9.36,,,,,,,,,,,,,,,,,,,,
154316.02+094326.2,235.81678,9.72396,4763,0.015888,75.1456,15.443184,-18.93633378,-,,t485777407681232896_ssub.fits,UGC 09989,9989,SDSS,235.81678,9.7239606,0.0161987002938986,1725,515,http://das.sdss.org/spectro/1d_26/1725/1d/spSpec-54266-1725-515.fit,485777407681232896.fit,485777407681232896,n,235.815,9.716388889,235.8170833,9.723611111,4840,078-053,154315.6+094259,154316.1+094325,333( 13),2.33(0.10),12.8,2.23,72,9.45,,,,,,,,,,,,,,,,,,,,
140346.42+145205.1,210.94343,14.868105,4389.225377,0.014641,68.7114,15.266745,-18.91839899,-,,t772600432936615936_ssub.fits,,241133,SDSS,210.94343,14.868105,0.0146409999579191,2744,90,http://das.sdss.org/spectro/1d_26/2744/1d/spSpec-54272-2744-090.fit,772600432936615936.fit,772600432936615936,n,210.9433333,14.86916667,210.9433333,14.86833333,4343,103-055,140346.4+145209,140346.4+145206,153( 22),1.08(0.07),9.3,2.09,64.5,9.02,,,,,,,,,,,,,,,,,,,,
110632.10+112307.5,166.63377,11.38542,1365,0.004553,25.1098,13.096653,-18.90256327,-,,t451432532303413248_ssub.fits,NGC 3524,,SDSS,166.63377,11.385419,0.00456691021099687,1603,64,http://das.sdss.org/spectro/1d_26/1603/1d/spSpec-53119-1603-064.fit,451432532303413248.fit,451432532303413248,n,,,,,,,,,,,,,,,,,,,,,pilot,,,,,,,,,,,,,
091647.82+112709.6,139.19929,11.45269,4985,0.016628,72.4415,15.4,-18.899937,-,,,CGCG 062-015,190160,NED,,,,,,,,,,139.19875,11.44833333,139.1991667,11.4525,4954,062-015,091647.7+112654,091647.8+112709,240(  2),6.64(0.09),42.3,2.26,73.3,9.92,MDM2009 N6 342,,MDM2009 N6 342,,,,,,,,,,,,,,,,,
154857.11+071320.3,237.23796,7.22231,4224,0.01409,66.2991,15.207934,-18.899604,-,,,UGC 10042,10042,NED,,,,,,,,,,237.2366667,7.224166667,237.2379167,7.221666667,4222,050-109,154856.8+071327,154857.1+071318,337(  6),5.22(0.11),26.7,2.38,63.2,9.69,4M2010 N4 60,4M2010 N4 60,,,,,,,,,,,,,,,,,,
155740.52+155228.5,239.41886,15.874586,4913.498213,0.0163898,75.5514,15.495059,-18.89615358,-,,t709832657420156928_ssub.fits,,,SDSS,239.41886,15.874586,0.0163898002356291,2521,526,http://das.sdss.org/spectro/1d_26/2521/1d/spSpec-54538-2521-526.fit,709832657420156928.fit,709832657420156928,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154112.10+153423.0,235.30042,15.57306,4051,0.013513,63.8855,15.138125,-18.88888649,-,,,IC 1133,9973,SDSS,235.30043,15.57295,0.0135244000703096,2782,638,http://das.sdss.org/spectro/1d_26/2782/1d/spSpec-54592-2782-638.fit,783297858739634176.fit,783297858739634176,e,235.3033333,15.57388889,235.3,15.57333333,4051,I1133,154112.8+153426,154112.0+153424,247(  5),6.40(0.09),39,2.33,61.4,9.75,,,,,,,,,,,,,,,,,,,,
150119.92+090903.4,225.33304,9.15097,4048,0.013503,64.0146,15.145182,-18.886213,-,,,UGC 09656,9656,NED,,,,,,,,,,225.3325,9.153055556,225.3333333,9.150833333,4050,076-130,150119.8+090911,150120.0+090903,245(  2),5.10(0.10),29.1,2.5,60.4,9.64,MDM2009 N6 370,,MDM2009 N6 370,,,,,,,,,,,,,,,,,
095836.23+131519.0,149.65096,13.25528,3458,0.011535,52.4048,14.726519,-18.87033634,-,,t491120230253199360_ssub.fits,MRK 1242,190634,SDSS,149.65096,13.255276,0.0115406000986695,1744,329,http://das.sdss.org/spectro/1d_26/1744/1d/spSpec-53055-1744-329.fit,491120230253199360.fit,491120230253199360,n,149.6529167,13.25694444,149.6508333,13.25527778,3473,064-013,095836.7+131525,095836.2+131519,155( 14),3.36(0.08),28.3,2.13,52.5,9.34,,,,,,,pilot,,,,,,,,,,,,,
082033.43+043418.0,125.1393,4.57168,4290,0.01431,61.6612,15.1,-18.85006,NED mag,,,CGCG 032-003,,NED,,,,,,,,,,,,,,,,,,,,,,,,MDM2009 N2 146,,MDM2009 N2 146,,,,,,,,,,,,,,,,,
075344.37+132014.7,118.43489,13.33742,4605,0.015361,65.0971,15.221133,-18.84667521,-,,t637489910671998976_ssub.fits,CGCG 058-064,170938,SDSS,118.43489,13.337425,0.0153072997927666,2264,230,http://das.sdss.org/spectro/1d_26/2264/1d/spSpec-53682-2264-230.fit,637489910671998976.fit,637489910671998976,n,118.4329167,13.33916667,118.4345833,13.33722222,4607,058-064,075343.9+132021,075344.3+132014,274( 24),2.08(0.13),8.5,3.31,67.8,9.35,,,,,,,,,,,,,,,,,,,,
085624.09+131056.2,134.10039,13.18228,4140,0.01381,60.4557,15.071593,-18.835593,-,,t685059774152179712_ssub.fits,UGC 04677,4677,SDSS,134.10039,13.182282,0.0138697996735573,2433,161,http://das.sdss.org/spectro/1d_26/2433/1d/spSpec-53820-2433-161.fit,685059774152179712.fit,685059774152179712,n,134.0966667,13.18277778,134.1008333,13.18194444,4136,061-025,085623.2+131058,085624.2+131055,220(  2),2.40(0.08),15.9,2.27,61.7,9.33,,,,,,,,,,,,,,,,,,,,
080237.85+093000.3,120.65774,9.50009,4822,0.016084,67.9358,15.325593,-18.83490047,-,,t681120495944335360_ssub.fits,CGCG 059-027,,SDSS,120.65774,9.5000876,0.0159424003213644,2419,488,http://das.sdss.org/spectro/1d_26/2419/1d/spSpec-54139-2419-488.fit,681120495944335360.fit,681120495944335360,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160353.81+143803.5,240.97422,14.63431,4793,0.015988,73.8856,15.50966,-18.833139,-,,,CGCG 108-089,260063,NED,,,,,,,,,,240.9675,14.63027778,240.97375,14.63416667,4757,108-089,160352.2+143749,160353.7+143803,35(  2),1.29(0.05),19.9,2.37,71.5,9.19,"MDM2009 N6 387, Lick2009mar N1 43",,MDM2009 N6 387,Lick2009mar N1 43,,,,,,,,,,,,,,,,
143243.94+095330.1,218.1831,9.8917168,1371,0.004574,25.7281,13.222141,-18.82989758,-,,t481270658571960320_ssub.fits,NGC 5669,9353,SDSS,218.1831,9.8917168,0.0046542901545763,1709,212,http://das.sdss.org/spectro/1d_26/1709/1d/spSpec-53533-1709-212.fit,481270658571960320.fit,481270658571960320,n,218.1875,9.895277778,218.1825,9.891388889,1368,N5669,143245.0+095343,143243.8+095329,194(  2),38.09(0.07),317.6,1.92,19.7,9.54,,,,,,,,,,,,,,,,,,,,
160657.95+104504.2,241.74146,10.75117,5007,0.0167,77.0079,15.605761,-18.8269154,-,,t711240220757983232_ssub.fits,MRK 0870,,SDSS,241.74146,10.751174,0.0167143996804953,2526,401,http://das.sdss.org/spectro/1d_26/2526/1d/spSpec-54582-2526-401.fit,711240220757983232.fit,711240220757983232,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160920.75+084547.6,242.33646,8.76325,3050,0.010174,49.3917,14.646698,-18.82157187,-,,t487181483782438912_ssub.fits,UGC 10225,10225,SDSS,242.33645,8.7632579,0.0101629998534918,1730,456,http://das.sdss.org/spectro/1d_26/1730/1d/spSpec-53498-1730-456.fit,487181483782438912.fit,487181483782438912,n,242.34,8.760277778,242.33625,8.7625,3050,079-063,160921.6+084537,160920.7+084545,70(  2),12.49(0.08),114.4,2.88,47.1,9.82,,,,,,,,,,,,,,,,,,,,
144258.00+045322.0,220.74168,4.88947,1636,0.005457,29.998,13.568626,-18.8168355,-,,t165449262832812032_ssub.fits,IC 1048,9483,SDSS,220.74176,4.8895874,0.00554972980171442,587,366,http://das.sdss.org/spectro/1d_26/0587/1d/spSpec-52026-0587-366.fit,165449262832812032.fit,165449262832812032,n,220.7429167,4.891944444,220.74125,4.89,1633,I1048,144258.3+045331,144257.9+045324,310(  2),17.65(0.13),81.6,2.74,26.6,9.47,,,,,,,,,,,,,,,,,,,,
142227.45+150506.2,215.61438,15.08507,2281,0.007609,38.6217,14.117589,-18.816568,-,,,UGC 09206 ,9206,NED,,,,,,,,,,215.615,15.08305556,215.6141667,15.085,2288,104-010,142227.6+150459,142227.4+150506,80(  8),2.25(0.06),25.8,2.16,36,8.84,Lick2009apr N1 46,,,Lick2009apr N1 46,,,,,,,,,,,,,,,,
093221.08+104833.1,143.08787,10.80922,3211,0.010711,48.4025,14.609499,-18.81484,-,,,UGC 05082,5082,NED,,,,,,,,,,143.0875,10.8125,143.0879167,10.80861111,3193,063-004,093221.0+104845,093221.1+104831,271(  5),4.24(0.10),23.8,2.41,48.6,9.37,MDM2009 N6 348,,MDM2009 N6 348,,,,,,,,,,,,,,,,,
142742.56+135424.7,216.92735,13.906888,5224.050351,0.017425699,80.3471,15.712705,-18.81214603,-,,t773444691189301248_ssub.fits,,248944,SDSS,216.92735,13.906888,0.017425699159503,2747,287,http://das.sdss.org/spectro/1d_26/2747/1d/spSpec-54233-2747-287.fit,773444691189301248.fit,773444691189301248,n,216.9245833,13.90555556,216.9270833,13.90666667,5262,,142741.9+135420,142742.5+135424,248(  7),1.06(0.09),6.3,2.39,77.6,9.18,,,,,,,,,,,,,,,,,,,,
112440.32+145647.4,171.16803,14.94651,4158,0.01387,64.0447,15.226489,-18.80592698,-,,t493654914564620288_ssub.fits,UGC 06424,6424,SDSS,171.16803,14.946506,0.01393480040133,1753,513,http://das.sdss.org/spectro/1d_26/1753/1d/spSpec-53383-1753-513.fit,493654914564620288.fit,493654914564620288,n,171.17125,14.94666667,171.1679167,14.94611111,4159,096-039,112441.1+145648,112440.3+145646,268(  2),5.13(0.07),41.7,1.68,61.9,9.67,,,,,,,pilot,,,,,,,,,,,,,
082203.60+084509.3,125.51504,8.75261,4195,0.013993,59.7823,15.087031,-18.7958321,-,,t723904329970352128_ssub.fits,IC 0502,,SDSS,125.51504,8.7526106,0.0138287004083395,2571,93,http://das.sdss.org/spectro/1d_26/2571/1d/spSpec-54055-2571-093.fit,723904329970352128.fit,723904329970352128,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143253.53+113542.2,218.22305,11.595058,2243.814221,0.00748462,37.8396,14.100075,-18.78965768,-,,t481270660073521152_ssub.fits,,9356,SDSS,218.22305,11.595058,0.00748461997136474,1709,570,http://das.sdss.org/spectro/1d_26/1709/1d/spSpec-53533-1709-570.fit,481270660073521152.fit,481270660073521152,n,218.2333333,11.59777778,218.2229167,11.59472222,2226,075-065,143256.0+113552,143253.5+113541,235(  2),14.78(0.10),87.2,2.47,35,9.63,,,,,,,,,,,,,,,,,,,,
094648.95+094410.0,146.70396,9.73613,3040,0.01014,45.7385,14.512434,-18.78897559,-,,t367833936937615360_ssub.fits,CGCG 063-066,,SDSS,146.70396,9.7361344,0.0100132999941707,1306,302,http://das.sdss.org/spectro/1d_26/1306/1d/spSpec-52996-1306-302.fit,367833936937615360.fit,367833936937615360,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110002.38+145029.6,165.00992,14.84158,1436,0.00479,26.153,13.298759,-18.79,-,,,NGC 3485,6077,SDSS,165.00984,14.84159,0.00488608982414007,1750,566,http://das.sdss.org/spectro/1d_26/1750/1d/spSpec-53358-1750-566.fit,492810382482604032.fit,492810382482604032,e,165.00875,14.83333333,165.01,14.84111111,1432,N3485,110002.1+145000,110002.4+145028,135(  2),26.14(0.08),203.5,2.47,17.5,9.28,MDM2008 N2 38,,MDM2008 N2 38,,,,pilot,,,,,,,,,,,,,
154306.07+154613.7,235.77533,15.77049,3670,0.012242,58.5635,15.051177,-18.78695812,-,,t708986964530954240_ssub.fits,CGCG 107-028,,SDSS,235.77533,15.770491,0.01225829962641,2518,301,http://das.sdss.org/spectro/1d_26/2518/1d/spSpec-54243-2518-301.fit,708986964530954240.fit,708986964530954240,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135305.43+155040.3,208.27263,15.84455,3049,0.01017,50.1602,14.717175,-18.7846213,-,,t772037315252977664_ssub.fits,CGCG 102-075,,SDSS,208.27263,15.844551,0.0102990996092558,2742,36,http://das.sdss.org/spectro/1d_26/2742/1d/spSpec-54233-2742-036.fit,772037315252977664.fit,772037315252977664,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
094350.97+093922.0,145.96239,9.65613,3185,0.010624,48.2332,14.633167,-18.783563,-,,,,5204,ALFALFA,,,,,,,,,,145.9616667,9.658333333,145.9625,9.656111111,3177,063-054,094350.8+093930,094351.0+093922,142(  3),6.12(0.07),56.3,2.03,48.4,9.53,MDM2009 N2 160,,MDM2009 N2 160,,,,,,,,,,,,,,,,,
